Insurance	HaveEmail	HaveFitbit	Gdr_Cd	AgeBand	MbrCnt	Age	Female	HasEmail	HasFitbit	IP Admit	ER Visit	PMPM	Med	Ip	Op	Dr	Er	Rx	Charlson	AIDS_HIV	AMI	Angina	Cancer	CEVD	CHF	COPD	Dementia	Diabetes	HTN	Liver	Paralysis	PVD	Renal_Failure	Rheumatic	Ulcers	Depression	Skin
Other	No	NULL	M	18-44	575160	30.156474	0.000000	0.000000	0.000000	0.013582	0.119182	143.942056	128.017814	28.808468	47.238345	33.567186	18.403814	15.924241	0.152515	0.000886	0.000469	0.001627	0.002460	0.001491	0.001173	0.025113	0.000059	0.012354	0.035765	0.005784	0.000685	0.001328	0.001514	0.000869	0.000820	0.027660	0.005282
UHC-FI	No	NULL	M	18-44	338960	30.422108	0.000000	0.000000	0.000000	0.015084	0.154625	166.255348	140.622573	32.515597	48.922203	35.802683	23.382088	25.632774	0.189904	0.001079	0.000649	0.002118	0.002814	0.001672	0.001584	0.031083	0.000088	0.015494	0.047442	0.007800	0.000584	0.001510	0.001787	0.000961	0.001050	0.030844	0.007254
Uni-ASO	No	NULL	M	18-44	777239	28.874387	0.000000	0.000000	0.000000	0.017393	0.150431	182.440843	175.880449	39.744053	65.923963	45.446996	24.765435	6.560393	0.200074	0.001694	0.000649	0.001976	0.003059	0.001682	0.001713	0.032569	0.000113	0.016079	0.043828	0.007365	0.000944	0.001609	0.002135	0.001137	0.000994	0.037598	0.006910
NULL	No	NULL	M	18-44	1691359	29.620545	0.000000	0.000000	0.000000	0.015634	0.140645	166.105341	152.538460	34.576688	56.162501	39.474386	22.324883	13.566880	0.181863	0.001296	0.000588	0.001886	0.002806	0.001615	0.001504	0.029735	0.000089	0.014695	0.041810	0.006915	0.000783	0.001494	0.001854	0.001011	0.000946	0.032865	0.006425
NULL	No	NULL	NULL	18-44	3321740	29.942588	0.490821	0.000000	0.000000	0.037419	0.176776	239.296937	223.359198	59.439494	74.956101	59.615385	29.348218	15.937738	0.205311	0.000812	0.000459	0.001615	0.004221	0.001916	0.001394	0.037211	0.000099	0.014986	0.037962	0.007252	0.000787	0.001555	0.001667	0.002900	0.001137	0.048141	0.006548
Other	No	NULL	F	45-64	408272	54.555039	1.000000	0.000000	0.000000	0.031846	0.133153	394.236967	351.879844	85.025648	141.301840	103.160094	22.392261	42.357122	0.572051	0.000455	0.002723	0.013706	0.026724	0.010946	0.006747	0.055480	0.000565	0.064214	0.169208	0.018935	0.001246	0.009719	0.007953	0.012393	0.002564	0.051906	0.007147
UHC-FI	No	NULL	F	45-64	202868	53.887996	1.000000	0.000000	0.000000	0.036940	0.181812	480.478964	405.080121	91.876335	165.353599	117.820604	30.029581	75.398843	0.722837	0.000581	0.003174	0.016922	0.032666	0.012697	0.007822	0.072110	0.000571	0.080530	0.220295	0.024602	0.001266	0.011623	0.009341	0.014073	0.003440	0.065244	0.009538
Uni-ASO	No	NULL	F	45-64	579148	54.357666	1.000000	0.000000	0.000000	0.040716	0.172171	505.469558	490.517315	111.146954	203.074423	145.192509	31.103428	14.952242	0.754858	0.000595	0.003607	0.017731	0.034764	0.013614	0.008401	0.072770	0.000789	0.082203	0.225425	0.025074	0.001690	0.011964	0.010777	0.017591	0.003629	0.071886	0.009458
NULL	No	NULL	F	45-64	1190288	54.345317	1.000000	0.000000	0.000000	0.037030	0.160431	463.057180	428.402709	98.902867	175.457271	126.110117	27.932452	34.654471	0.686697	0.000545	0.003230	0.016212	0.031649	0.012543	0.007735	0.066727	0.000675	0.075748	0.205268	0.022888	0.001466	0.011135	0.009564	0.015208	0.003231	0.063901	0.008679
Other	No	NULL	M	45-64	393411	54.495024	0.000000	0.000000	0.000000	0.032452	0.108929	333.242124	294.243582	93.974042	111.907785	71.163795	17.197958	38.998541	0.585476	0.001731	0.006530	0.031414	0.018321	0.011235	0.011268	0.038570	0.000556	0.083678	0.206956	0.017566	0.001362	0.013540	0.012045	0.003924	0.002150	0.022627	0.007648
UHC-FI	No	NULL	M	45-64	226406	53.940315	0.000000	0.000000	0.000000	0.039097	0.150967	411.887986	344.299130	115.156477	127.146041	78.136866	23.859744	67.588856	0.717472	0.001908	0.008440	0.038567	0.020507	0.013458	0.013762	0.048898	0.000512	0.102435	0.263473	0.021823	0.001537	0.016245	0.013444	0.004337	0.002813	0.025648	0.009823
Uni-ASO	No	NULL	M	45-64	453645	54.306484	0.000000	0.000000	0.000000	0.044636	0.140343	449.355283	434.096769	135.368187	168.742174	105.756491	24.229916	15.258513	0.788423	0.003577	0.008771	0.041860	0.024543	0.015148	0.015289	0.050250	0.000740	0.110053	0.274295	0.023346	0.002083	0.017784	0.016709	0.005821	0.002896	0.033263	0.009853
NULL	No	NULL	M	45-64	1073462	54.298352	0.000000	0.000000	0.000000	0.039002	0.131071	398.898895	363.902849	115.934836	139.139926	87.253371	21.574714	34.996046	0.699081	0.002548	0.007880	0.037338	0.021412	0.013357	0.013493	0.045684	0.000625	0.098780	0.247334	0.020907	0.001703	0.015904	0.014311	0.004813	0.002605	0.027759	0.009038
NULL	No	NULL	NULL	45-64	2263750	54.323046	0.525803	0.000000	0.000000	0.037965	0.146509	432.633555	397.817110	106.979365	158.235719	107.684390	24.917636	34.816444	0.692570	0.001495	0.005435	0.026230	0.026794	0.012929	0.010466	0.056749	0.000651	0.086669	0.225216	0.021948	0.001578	0.013397	0.011815	0.010279	0.002934	0.046763	0.008849
Other	No	NULL	F	65+	638933	76.153034	1.000000	0.000000	0.000000	0.019321	0.043633	50.412021	44.960897	14.281060	15.690000	13.227219	1.762616	5.451124	0.255406	0.000051	0.002346	0.014449	0.011218	0.011265	0.009783	0.018709	0.006667	0.025456	0.070085	0.003710	0.000779	0.013106	0.010537	0.004263	0.001079	0.009972	0.002959
UHC-FI	No	NULL	F	65+	16962	69.529949	1.000000	0.000000	0.000000	0.085838	0.232991	714.778327	579.475521	171.943993	220.072076	160.028714	27.430736	135.302806	1.459261	0.000353	0.010140	0.064673	0.069036	0.049994	0.035373	0.114432	0.014915	0.160358	0.452953	0.031246	0.003537	0.050112	0.045867	0.024407	0.005541	0.064615	0.012852
Uni-ASO	No	NULL	F	65+	242741	76.337903	1.000000	0.000000	0.000000	0.092493	0.215674	216.623635	199.061518	59.454722	71.752505	59.558296	8.295993	17.562116	1.213610	0.000160	0.010488	0.066107	0.054943	0.054893	0.045884	0.087809	0.034341	0.110966	0.342298	0.017557	0.003946	0.062482	0.049530	0.019856	0.005153	0.047779	0.014155
NULL	No	NULL	F	65+	898636	76.077959	1.000000	0.000000	0.000000	0.040342	0.093679	107.849465	96.675914	29.459373	34.691461	28.513162	4.011915	11.173550	0.536961	0.000086	0.004692	0.029351	0.024121	0.023781	0.020018	0.039181	0.014298	0.051100	0.150843	0.007970	0.001687	0.027142	0.021737	0.008855	0.002264	0.021216	0.006170
Other	No	NULL	M	65+	490366	75.611125	0.000000	0.000000	0.000000	0.022509	0.044085	77.083601	69.142791	25.008473	24.878967	17.016946	2.238404	7.940810	0.326461	0.000169	0.004751	0.031244	0.018253	0.013542	0.013704	0.019673	0.004951	0.037198	0.082401	0.004747	0.001113	0.018031	0.015005	0.002094	0.001142	0.006168	0.003346
UHC-FI	No	NULL	M	65+	19481	68.951337	0.000000	0.000000	0.000000	0.089471	0.195729	772.099096	639.256160	229.379621	241.742063	142.762955	25.371519	132.842935	1.523176	0.001180	0.021713	0.131820	0.079616	0.048816	0.047892	0.088958	0.009445	0.189928	0.468559	0.029361	0.002874	0.063703	0.054514	0.008469	0.005441	0.027513	0.014167
Uni-ASO	No	NULL	M	65+	179985	75.665972	0.000000	0.000000	0.000000	0.096824	0.193893	311.616915	294.535915	104.724786	108.532899	71.423180	9.855049	17.080999	1.362082	0.000950	0.020201	0.132049	0.076734	0.058954	0.059988	0.079084	0.024029	0.145362	0.345778	0.018996	0.004705	0.076517	0.063505	0.008978	0.004805	0.026302	0.014540
NULL	No	NULL	M	65+	689832	75.437361	0.000000	0.000000	0.000000	0.043790	0.087454	157.903389	144.050537	51.578848	52.829487	34.763243	4.878957	13.852851	0.630462	0.000401	0.009261	0.060385	0.035244	0.026387	0.026745	0.037130	0.010056	0.069732	0.162024	0.009160	0.002100	0.034580	0.028775	0.004070	0.002219	0.012024	0.006572
NULL	No	NULL	NULL	65+	1588468	75.799763	0.565724	0.000000	0.000000	0.041839	0.090976	129.586635	117.249530	39.065309	42.568353	31.227417	4.388450	12.337104	0.577566	0.000223	0.006676	0.042828	0.028951	0.024913	0.022939	0.038290	0.012456	0.059192	0.155699	0.008487	0.001866	0.030372	0.024793	0.006777	0.002244	0.017224	0.006345
NULL	No	NULL	NULL	NULL	7173958	47.789628	0.518445	0.000000	0.000000	0.038570	0.148227	276.012299	254.914622	69.929469	94.063731	68.497906	22.423516	21.097676	0.441491	0.000897	0.003406	0.018508	0.016820	0.010483	0.009027	0.043615	0.003009	0.047394	0.123120	0.012163	0.001276	0.011672	0.009990	0.006087	0.001949	0.040861	0.007229
Other	Yes	NULL	F	18-44	418936	34.044596	1.000000	1.000000	0.135681	0.088077	0.224363	558.183824	481.562794	135.234805	164.711111	141.463678	40.153198	76.621030	0.385932	0.000658	0.000556	0.002496	0.011999	0.004062	0.002145	0.066974	0.000128	0.029369	0.066738	0.013269	0.000883	0.002952	0.002819	0.010610	0.001885	0.094546	0.008691
UHC-FI	Yes	NULL	F	18-44	352007	33.606939	1.000000	1.000000	0.130085	0.080532	0.215927	492.289093	399.510068	113.739711	134.996805	113.780284	36.993266	92.779025	0.367310	0.000508	0.000562	0.002377	0.011008	0.003306	0.001971	0.062930	0.000107	0.026493	0.063825	0.012391	0.000857	0.002463	0.002832	0.009911	0.001767	0.095262	0.008610
Uni-ASO	Yes	NULL	F	18-44	756209	33.977900	1.000000	1.000000	0.130510	0.090523	0.234111	513.759923	485.612160	139.892485	160.701412	141.460218	43.558042	28.147763	0.365609	0.000597	0.000584	0.002349	0.010805	0.003509	0.002160	0.062127	0.000134	0.027673	0.065069	0.012977	0.000858	0.002702	0.002827	0.009587	0.002114	0.089673	0.008553
NULL	Yes	NULL	F	18-44	1527152	33.910690	1.000000	1.000000	0.131831	0.087549	0.227245	520.997506	464.654872	132.586579	155.876487	135.080971	41.110834	56.342633	0.371576	0.000593	0.000571	0.002396	0.011179	0.003614	0.002113	0.063641	0.000127	0.027866	0.065240	0.012922	0.000865	0.002716	0.002826	0.009942	0.001971	0.092298	0.008604
Other	Yes	NULL	M	18-44	385183	34.715654	0.000000	1.000000	0.078588	0.018754	0.141618	315.563175	246.861951	49.913633	95.874246	76.799764	24.274307	68.701223	0.353324	0.003818	0.001279	0.004810	0.006469	0.003079	0.002959	0.043200	0.000088	0.034131	0.096159	0.015426	0.000867	0.003128	0.003912	0.002391	0.001645	0.047452	0.009003
UHC-FI	Yes	NULL	M	18-44	332215	34.464957	0.000000	1.000000	0.071450	0.019487	0.142269	301.773955	217.308210	50.146370	81.544915	61.726545	23.890378	84.465744	0.338932	0.003819	0.001327	0.004406	0.006224	0.002618	0.002775	0.040609	0.000096	0.031795	0.091227	0.014403	0.000890	0.002703	0.003979	0.002600	0.001541	0.048158	0.008720
